occurrenceID	rightsHolder	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordedBy	Source	Date	yearMeasurement	Sex	lifeStage	Department	Municipality	ParamoComplex	Locality	Elevation	decimalLatitude	decimalLongitude	Order	Family	Species	Weight	totalCulmen	exposedCulmen	billDepth	billWidth	gape	wingArea	wingLength	distPrimarySecondary	tailLength	tailShape	Tarsus	Hallux	halluxClaw	Wingspan	Weight_Dunning2008
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-2532	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Cauca	Purace		Cauca: Purace: San Rafael	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	13	14.66	10.42	3.97	3.69	NA	NA	64.07	7.47	58.82	8.68	NA	NA	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-12571	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Boyaca	Arcabuco		"Boyaca: Arcabuco: Vda. Monte Suarez, amortiguamiento SFF Iguaque, La Colorada a 21 Km en la via Villa de Leyva"	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	12	NA	NA	NA	4	NA	NA	58.7	7.5	56.6	9.3	23.7	15	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-7332	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Boyaca	Villa De Leyva		Boyaca: Villa De Leyva: Cabana Carrizal	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	14.95	10.23	3.78	4.83	NA	NA	57.58	7.38	55.43	NA	21.07	12.8	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-8394	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Norte de Santander	Toledo		"Norte de Santander: Toledo: Vda. El Azul, sector La Asiria Belen"	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	12	NA	NA	NA	4	NA	NA	64.4	NA	60.2	11.7	22.4	14.3	NA	NA	NA
	IAVH	Preserved specimen	ITM	CSJ	CSJ-a 1106	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Antioquia	Sonson		Antioquia: Sonson	NA	5.5851	-75.2779	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	13.41	11.13	3.53	3.66	5.94	NA	55.99	4.37	54.28	9.58	21.32	13.18	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	29260	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Narino	Ipiales		Narino: Ipiales: La Victoria	NA	0.5833	-77.1667	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	14.21	9.73	3.77	3.88	6.14	NA	56.46	3.83	52.34	12.06	22.35	13.1	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-4984	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Cundinamarca	Fomeque		"Cundinamarca: Fomeque: Alto de Palacio, Piedras Blancas"	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	11.5	NA	9.7	NA	3.6	NA	NA	60.7	6.4	59.7	11.1	23.6	14	NA	NA	NA
	IAVH	Preserved specimen	U-Valle	CVA-UV	4561	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Risaralda	Santa Rosa De Cabal		Risaralda: Santa Rosa De Cabal: Alto del Dulce Bosque	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	13.87	9.71	4.06	3.68	NA	NA	60.87	6.47	55.37	12.39	23.08	15.09	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-12558	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Boyaca	Arcabuco		"Boyaca: Arcabuco: Vda. Monte Suarez, amortiguamiento SFF Iguaque, La Colorada a 21 Km en la via Villa de Leyva"	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	13	NA	10.3	NA	4.4	NA	NA	62.4	8.2	62.1	8	22.8	14.3	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	29254	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Narino	Ipiales		Narino: Ipiales: La Victoria	NA	0.5833	-77.1667	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	15.1	10.29	4.03	4.31	6.14	NA	57.27	5.19	54.58	11.29	22.55	15.18	NA	NA	NA
	IAVH	Preserved specimen	UNICAUCA	MHN-UC	AV-004343	"Alejandro Pinto, Diego Cueva"	Museum		2014	Female	Not registered	Cauca	Totoro		Cauca: Totoro: Malvaza	NA	2.5306	-76.2744	Passeriformes	Parulidae	Myiothlypis nigrocristata	12	13.44	9.52	4.09	3.8	6.23	NA	60.01	NA	53.76	11.95	20.89	12.58	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	29075	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cauca	Totoro		Cauca: Totoro: Alto de Guanacas	NA	2.5	-76.25	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	14.06	9.79	3.46	4.09	6.1	NA	60.15	5.7	56.48	10.73	22.74	15.26	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	38447	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Adult	Cundinamarca	Bogota. D.C.		"Cundinamarca: Bogota. D.C.: Vda. El Verjon Alto, Reserva Mataredonda"	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	10	13.68	10.08	3.42	4.16	5.98	NA	61.85	7.55	56.58	NA	22.51	13.07	NA	NA	NA
	IAVH	Preserved specimen	U-Valle	CVA-UV	6028	"Alejandro Pinto, Diego Cueva"	Museum		2014	Not registered	Not registered	Quindio	Salento		Quindio: Salento	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	15	14.81	10.97	4.09	4.62	6.71	NA	63.2	NA	49.81	NA	24.07	15.92	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	36780	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cesar	Manaure		"Cesar: Manaure: El Cinco, Perija Serrania"	NA	10.35	-72.9333	Passeriformes	Parulidae	Myiothlypis nigrocristata	11.5	14.14	10.26	3.58	4.35	5.68	NA	54.79	4.25	55.47	10.3	21.71	13.33	NA	NA	NA
	IAVH	Preserved specimen	U-Valle	CVA-UV	4413	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Caldas	Villa Maria		Caldas: Villa Maria: Bosque del Oso	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	14.56	11.14	4.54	NA	NA	NA	63.72	5.35	61.08	12.4	23.25	13.79	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-12222	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Boyaca	Villa De Leyva		"Boyaca: Villa De Leyva: SFF Iguaque, sector Carrizal, sendero entre la cabana de visitantes Carrizal y la Laguna de Iguaque"	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	13	13.81	11.09	3.39	3.89	NA	NA	58.88	6.62	52.65	11.48	22.62	13.13	NA	NA	NA
	IAVH	Preserved specimen	U-Valle	CVA-UV	4415	"Alejandro Pinto, Diego Cueva"	Museum		2014	Female	Not registered	Caldas	Villa Maria		Caldas: Villa Maria: Bosque del Oso	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	11.5	14.98	11.28	4.29	4.25	6.56	NA	57.35	3.67	56.83	NA	24.56	15.58	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	26226	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Tolima	Planadas		Tolima: Planadas: PNN Nevado del Huila	NA	3.0167	-76	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	14.35	10.19	4.03	3.96	5.8	NA	61.18	5.66	59.34	11.02	22.44	14.75	NA	NA	NA
	IAVH	Preserved specimen	ITM	CSJ	CSJ-a 1958	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Antioquia	Sonson		Antioquia: Sonson	NA	5.7096	-75.3107	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	15.52	11.21	3.4	4.34	5.91	NA	65.3	7.91	59.1	NA	25.48	15.19	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	36797	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cesar	Manaure		"Cesar: Manaure: El Cinco, Perija Serrania"	NA	10.35	-72.9333	Passeriformes	Parulidae	Myiothlypis nigrocristata	9.9	14.41	10	3.86	3.68	5.54	NA	55.77	4.13	60.85	11.05	23.12	13.59	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-12635	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Meta	San Juanito		"Meta: San Juanito: Vda. Plan de San Luis, sector de San Jose"	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	13.5	15.13	11.21	3.72	4.61	NA	NA	58.31	6.97	56.4	10.94	23.98	13.49	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	26256	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Tolima	Planadas		Tolima: Planadas: PNN Nevado del Huila	NA	3.0167	-76	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	13.86	10.19	3.4	4.15	6.25	NA	64.78	5.83	60.94	11.8	22.84	15.34	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	36268	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cundinamarca	Bogota. D.C.		"Cundinamarca: Bogota. D.C.: Aurora Alta, Cerros Orientales, Sabana de Bogota"	NA	4.7667	-74.0167	Passeriformes	Parulidae	Myiothlypis nigrocristata	12.5	14.5	10.41	3.83	4.23	5.87	NA	58.24	4.31	59.82	9.06	22.88	13.93	NA	NA	NA
	IAVH	Preserved specimen	U-Valle	CVA-UV	4562	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Risaralda	Santa Rosa De Cabal		Risaralda: Santa Rosa De Cabal: Alto del Dulce Bosque	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	14.79	10.17	3.82	3.97	5.71	NA	63.64	8.52	61.07	10.03	23.78	14.38	NA	NA	NA
	IAVH	Preserved specimen	U-Valle	CVA-UV	4414	"Alejandro Pinto, Diego Cueva"	Museum		2014	Female	Not registered	Caldas	Villa Maria		Caldas: Villa Maria: Bosque del Oso	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	13	15.18	11.46	4.33	4.03	5.64	NA	57.02	6.19	57.62	9.74	22.1	14.49	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	38649	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cundinamarca	Guasca		Cundinamarca: Guasca: Reserva Carpatos	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	12	14.41	9.85	3.78	4.1	5.99	NA	59.27	6.6	57.15	11.89	22.25	14.26	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-8202	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Boyaca	Villa De Leyva		Boyaca: Villa De Leyva: Camino a Las Lagunas	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	14.4	10.1	4	4.2	NA	NA	67.3	7.4	64.6	13	22.7	14.6	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	37029	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Cundinamarca	Chipaque		Cundinamarca: Chipaque: Cabana Fca. La Marilandia	NA	4.1	-74.4167	Passeriformes	Parulidae	Myiothlypis nigrocristata	12	14.22	10.07	3.64	4.42	6.32	NA	61.49	3.22	59.05	10.68	23.01	15.01	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	22277	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cundinamarca	Choachi		Cundinamarca: Choachi: Vda. Ferralarada	NA	4.55	-73.8833	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	14.3	10.07	3.6	4.09	5.93	NA	65.13	7.02	63.04	12.6	24.02	14.36	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	36825	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cesar	Manaure		"Cesar: Manaure: Sabana Rubia, Casa de Vidrio, Serrania Perija"	NA	10.3667	-72.8833	Passeriformes	Parulidae	Myiothlypis nigrocristata	12.5	13.56	8.87	3.67	4	5.92	NA	60.99	5.92	62.05	12.5	21.67	12.86	NA	NA	NA
	IAVH	Preserved specimen	U-Valle	CVA-UV	4821	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Not registered	Quindio	Salento		Quindio: Salento	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	12.2	14.73	11.52	4.03	4.53	6.41	NA	57.55	7.13	59.24	10.6	23.94	14.87	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-15019	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Caldas	Aguadas		Caldas: Aguadas: Vda. Santa Rosa	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	13	14.89	9.98	4.19	4.2	NA	NA	62.48	6.72	62.09	12.68	22.18	15.03	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-12209	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Boyaca	Villa De Leyva		"Boyaca: Villa De Leyva: SFF Iguaque, sector Carrizal, sendero entre la cabana de visitantes Carrizal y la Laguna de Iguaque"	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	10	13.9	11.4	3.3	4.9	NA	NA	60.9	7.7	64.1	15.1	23.3	15.6	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-10303	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Boyaca	Villa De Leyva		"Boyaca: Villa De Leyva: Canon del Rio Cane, Canon de Los Micos, Mamarramos"	NA	NA	NA	Passeriformes	Parulidae	Myiothlypis nigrocristata	14	14.62	11.13	3.57	4.38	NA	NA	65.64	9.33	62.58	11.6	23.41	15.01	NA	NA	NA
	IAVH	Preserved specimen	ICN	ICN-MHN	36657	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Cundinamarca	Bogota. D.C.		"Cundinamarca: Bogota. D.C.: Fca. El Tauro, Conjunto Residencia Tramonti, Qda. Chico Ato"	NA	4.6667	-74.0333	Passeriformes	Parulidae	Myiothlypis nigrocristata	13.5	15.2	11.12	4.09	4.22	6	NA	62.96	7.07	62.98	12.99	24.23	15.21	NA	NA	NA
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-5297	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Antioquia	Turbo		"Antioquia: Turbo: Vda. La Pola, Rio Leon, cano a Los Mangos"	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.1	10.4	3.9	4.3	NA	NA	NA	NA	48	2.3	22.3	13.8	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-1948	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Puente de La Barra	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.1	11.1	3.7	3.4	NA	NA	71	14.1	NA	0	NA	11.6	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-5251	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Choco	Acandi		Choco: Acandi: Cgto. Sapzurro	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	15.2	15.9	12.3	3.8	3.7	NA	NA	NA	NA	46.2	2.4	21	12.3	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-5310	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Choco	Acandi		Choco: Acandi: Cgto. Sapzurro	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	16.4	15.2	12.7	4.2	4.5	NA	NA	NA	NA	46.7	1.8	21.7	12.4	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-3659	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Cienaga	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	14.7	NA	NA	NA	NA	NA	NA	69.7	17.5	44	3.3	NA	11	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-8035	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Meta	Villavicencio		Meta: Villavicencio: Aeropuerto	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15	11.3	3.5	4	NA	NA	71.8	12.8	47	1.8	NA	NA	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-1805	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Puente de La Barra	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	14.9	11	3.9	3.8	NA	NA	73.7	14.5	47.7	2.9	NA	11.3	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-1896	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Puente de La Barra	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.8	11.5	3.9	3.4	NA	NA	77.4	15.7	45.6	0	NA	11.7	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-13597	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Casanare	Paz De Ariporo		"Casanare: Paz De Ariporo: Cgto. La Hermosa, Fca. Nicaragua"	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	15	NA	NA	NA	NA	NA	NA	75.3	14.7	47	0	20.9	12.8	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-5305	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Choco	Acandi		Choco: Acandi: Cgto. Sapzurro	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	15	NA	NA	NA	NA	NA	NA	72.8	18.3	44.9	1.7	21.2	12.9	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-5278	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Choco	Riosucio		Choco: Riosucio: Camino Al Tilupo. 1_ Km de Sautata	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	16.4	NA	NA	NA	3.9	NA	NA	74	17.8	45.9	1.5	21.4	13.1	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-5110	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Choco	Riosucio		"Choco: Riosucio: Vda. Cacarica, Qda. Cristales"	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	17.1	NA	NA	NA	NA	NA	NA	78	20	47.2	0	21.8	12.6	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-8033	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Guajira	Uribia		Guajira: Uribia: Nazareth	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	14.2	10.6	3.4	3.7	NA	NA	71	17.3	43.4	1.7	20	12.5	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-2632	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Magdalena	Santa Marta		Magdalena: Santa Marta: Cinto	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	16.2	12.3	NA	3.5	NA	NA	71.7	18.5	41.6	0	21.7	12.8	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-3655	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Cienaga	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	16	15	12	3.9	3.5	NA	NA	72.3	19.1	43	2.2	NA	11.7	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-15203	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Sucre	San Benito Abad		"Sucre: San Benito Abad: Cgto. Santiago Apostol, sector La Caimanera, Fca. Marbella"	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	16.1	11.4	NA	3.6	NA	NA	73.2	14.8	47.8	0	21.9	12.2	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-2830	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Magdalena	Santa Marta		Magdalena: Santa Marta: Pueblito	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	16.4	11.9	3.7	3.5	NA	NA	77.2	18.3	49.6	1.7	20.7	NA	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-2830	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Magdalena	Santa Marta		Magdalena: Santa Marta: Pueblito	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	16.4	11.9	3.7	3.5	NA	NA	77.2	18.3	49.6	1.7	20.7	NA	NA	NA	16.3
	IAVH	Preserved specimen	UDEA	MUA	MUA AVP 0709	"Alejandro Pinto, Diego Cueva"	Museum		2014	Female	Adult	Antioquia	Medellin		Antioquia: Medellin: Jardin Botanico	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.83	10.97	3.73	3.19	5.4	NA	71.06	11.57	49.57	0	20.53	12.48	NA	NA	16.3
	IAVH	Preserved specimen	U-Valle	CVA-UV	6443	"Alejandro Pinto, Diego Cueva"	Museum		2014	Not registered	Not registered	Valle del Cauca	Cali		Valle del Cauca: Cali: Ciudad Universitaria	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.6	11.74	4.04	3.02	5.55	NA	71.15	14.18	46.59	0	20.77	13.16	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-5294	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Antioquia	Turbo		"Antioquia: Turbo: Vda. La Pola, Rio Leon, cano a Los Mangos"	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	16	12.1	NA	4.3	NA	NA	74.1	19.4	46.1	2.2	20.3	12.1	NA	NA	16.3
	IAVH	Preserved specimen	ICN	ICN-MHN	21637	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Boyaca	Sogamoso		Boyaca: Sogamoso	NA	5.7167	-72.9333	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.12	11.54	3.39	3.47	6.28	NA	71.9	14.3	46.7	1.54	20.66	11.82	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-8032	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Valle del Cauca	Dagua		"Valle del Cauca: Dagua: Km 30 via la mar, Rio Virginia"	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.1	11.3	4.3	3.8	NA	NA	74.2	16	45.2	3.2	21.3	13.2	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-8034	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Guajira	Uribia		Guajira: Uribia: Nazareth	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.1	10.9	3.8	3.7	NA	NA	78.3	18.6	42	2.5	20.6	12.2	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-13109	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Sucre	San Onofre		"Sucre: San Onofre: Cgto. La Barce, SFF El Corchal 'El Mono Hernandez', primera estacion Corchal"	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.2	12.1	3.6	3.4	NA	NA	72.65	14.5	48.9	3.1	21.9	13.3	NA	NA	16.3
	IAVH	Preserved specimen	ICN	ICN-MHN	26539	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Adult	Valle del Cauca	Dagua		Valle del Cauca: Dagua: Loboguerrero	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.41	11.31	3.43	3.87	6.4	NA	72.44	13.4	47.29	1.89	20.67	12.65	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-3656	"Alejandro Pinto, Diego Cueva"	Museum		2013	Not registered	Not registered	Magdalena	Sitionuevo		Magdalena: Sitionuevo: Cienaga	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	16.5	12.4	4.4	NA	NA	NA	72.3	18.1	50	3	21.3	12.3	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-3646	"Alejandro Pinto, Diego Cueva"	Museum		2013	Female	Not registered	Choco	Riosucio		Choco: Riosucio: Vda. Tilupo	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	14.6	15	11	NA	NA	NA	NA	75.9	21.3	40.5	0	20.7	11.7	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-13111	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Sucre	San Onofre		"Sucre: San Onofre: Cgto. La Barce, SFF El Corchal 'El Mono Hernandez', primera estacion Corchal"	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.5	12.4	3.6	3.9	NA	NA	75	16.7	49.4	NA	21.8	12.6	NA	NA	16.3
	IAVH	Preserved specimen	ICN	ICN-MHN	10141	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Adult	Bolivar	El Carmen de Bolivar		Bolivar: El Carmen de Bolivar: Occidente de El Carmen Lazaro	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	NA	15.25	11.99	4.01	3.24	5.91	NA	76.44	14.4	47.14	0	20.93	13	NA	NA	16.3
	IAVH	Preserved specimen	IAvH	IAvH	IAvH-A-5105	"Alejandro Pinto, Diego Cueva"	Museum		2013	Male	Not registered	Choco	Riosucio		Choco: Riosucio: Vda. Tilupo	NA	NA	NA	Passeriformes	Parulidae	Parkesia noveboracensis	15.8	15.6	10.4	NA	3.9	NA	NA	72.6	18.3	43.5	0	20.8	13.2	NA	NA	16.3
	IAVH	Preserved specimen	ITM	CSJ	CSJ-a 1099	"Alejandro Pinto, Diego Cueva"	Museum		2014	Male	Immature	Antioquia	Frontino		Antioquia: Frontino: Alto de Cuevas	NA	6.8044	-76.2475	Passeriformes	Parulidae	Parkesia noveboracensis	NA	16.08	12.5	3.79	4.01	5.6	NA	76.03	14.37	50.52	0	21.18	11	NA	NA	16.3
